木材战略储备基地建设项目劳务服务中标（成交）公告 | 2020.01.23 | 锦屏县国有林场 | 贵州聚力项目管理咨询有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807180.htm
梅州市人民医院保安服务采购项目中标公告 | 2020.01.23 | 梅州市人民医院 | 梅州市公共资源交易中心中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807166.htm
师宗县高良乡沃柑苗木采购项目公开招标中标公告 | 2020.01.23 | 师宗县高良壮族苗族瑶族乡人民政府 | 曲靖市福宁建设工程招标有限公司师宗分公司中标公告 | 云南 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807167.htm
石家庄市消防支队部分中队采购部分通讯装备项目中标公告 | 2020.01.23 | 石家庄市公安消防支队 | 河北至成招标有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807153.htm
海丰县小漠镇人民政府海丰县小漠镇元宵围村场地清表工程的中标、成交公告 | 2020.01.23 | 海丰县小漠镇人民政府 | 广东中弘工程管理有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807152.htm
广平经济开发区（东区）控制性详细规划编制项目（二次）中标公告 | 2020.01.23 | 河北广平经济开发区管理委员会 | 河北光正招标代理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807151.htm
东阿县牛角店镇人民政府城乡环卫一体化服务项目中标公告 | 2020.01.23 | 东阿县牛角店镇人民政府 | 天勤工程咨询有限公司聊城分公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807145.htm
东阿县陈集镇人民政府城乡环卫一体化服务项目中标公告 | 2020.01.23 | 东阿县陈集镇人民政府 | 天勤工程咨询有限公司聊城分公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807133.htm
辽宁凤城农村商业银行股份有限公司职业工装定制采购项目中标公告 | 2020.01.23 | 辽宁凤城农村商业银行股份有限公司 | 辽宁恒业招标咨询有限公司中标公告 | 辽宁 | 货物/纺织原料、毛皮、被服装具/被服装具/被服/普通服装 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807124.htm
育德口袋公园建设工程的成交公告 | 2020.01.23 | 江门市蓬江区人民政府环市街道办事处 | 珠海德联工程咨询有限公司江门分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807120.htm
10KWDAM全固态数字调幅中波广播发射机更新（三次）中标（成交）公告 | 2020.01.23 | 贵州省广播电视局五0一台 | 北京市京发招标有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807126.htm
北京市大兴区卫生健康委员会2020年医疗设备购置项目2中标公告 | 2020.01.23 | 北京市大兴区卫生健康委员会 | 北京融慧信成建筑工程咨询服务有限公司中标公告 | 北京 | 货物/通用设备/车辆/专用车辆/医疗车,货物/专用设备/医疗设备/普通诊察器械,货物/专用设备/医疗设备/医用电子生理参数检测仪器设备,货物/专用设备/医疗设备/病房护理及医院通用设备,货物/专 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807150.htm
石家庄市政府剥离国有企业办社会职能和解决历史遗留问题专项领导小组办公室际华三五一四制革制鞋有限公司职工家属区（井陉县）“三供一业”项目物业分离移交改造设计施工总承包中标公告 | 2020.01.23 | 石家庄市政府剥离国有企业办社会职能和解决历史遗留问题专项领导小组办公室 | 河北省成套招标有限公司中标公告 | 河北 | 工程/建筑物施工/其他建筑物施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807190.htm
北京市房山区交通局2020-2023年度营运车辆综合性能检测项目中标公告 | 2020.01.23 | 北京市房山区交通局 | 慧诚（北京）招投标代理有限公司中标公告 | 北京 | 服务/其他服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807096.htm
石家庄市政府剥离国有企业办社会职能和解决历史遗留问题专项领导小组办公室际华三五一四制革制鞋有限公司职工家属区（井陉县）“三供一业”项目监理中标公告 | 2020.01.23 | 石家庄市政府剥离国有企业办社会职能和解决历史遗留问题专项领导小组办公室 | 河北省成套招标有限公司中标公告 | 河北 | 服务/工程咨询管理服务/工程监理服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807191.htm
雄安新区环起步区生态防洪堤规划成果资料汇编出版中标公告 | 2020.01.23 | 规划建设局 | 河北省成套招标有限公司中标公告 |  |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807080.htm
保定市公安局（机关）保定市公安局一体化报警系统建设项目中标公告 | 2020.01.23 | 保定市公安局（机关） | 保定市政府采购办公室中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807077.htm
金昌市人民医院LDRP一体化产房改造项目中标公告 | 2020.01.23 | 金昌市人民医院 | 甘肃北方国际招标有限公司中标公告 | 甘肃 | 货物 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807060.htm
东莞市黄江镇水务工程建设运营中心黄江镇河湖管理范围和水利工程管理与保护范围划界确权服务项目的中标、成交公告 | 2020.01.23 | 东莞市黄江镇水务工程建设运营中心 | 广东和盛招标代理有限公司东莞分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807063.htm
广州市天河区土地开发中心广州市天河区土地开发中心轨道交通十三号线二期(天河区段)动迁服务采购项目（标段二）的中标、成交公告 | 2020.01.23 | 广州市天河区土地开发中心 | 广州公共资源交易中心中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807059.htm
珠海市香洲区前山商贸物流中心2020-2021年劳务派遣服务采购项目中标公告 | 2020.01.23 | 珠海市香洲区前山商贸物流中心 | 珠海市物资招标有限公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807044.htm
徐水污水处理厂二期工程EPC总承包中标公告 | 2020.01.23 | 执法局（行政） | 河北中机咨询有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807022.htm
白洋淀上游流域水环境综合治理徐水盛源大街与晨阳大街排水管道改造工程EPC总承包中标公告 | 2020.01.23 | 执法局（行政） | 河北中机咨询有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807021.htm
邯郸市肥乡区屯庄营乡卫生院采购全数字化彩色多普勒超声诊断系统项目成交公示 | 2020.01.23 | 肥乡县卫生局 | 河北鸿泰融新工程项目咨询股份有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807019.htm
2019年项目观摩线路路缘石整修项目中标公告 | 2020.01.23 | 河北肥乡经济开发区管理委员会 | 河北德谋工程项目管理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807018.htm
辛集市生态环境局燃用劣质煤及秸秆焚烧高架视频监控铁塔租赁采购项目单一来源成交公告 | 2020.01.23 | 辛集市生态环境局 | 东创项目管理集团有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807001.htm
广平县职教中心节能改造工程中标公告 | 2020.01.23 | 广平县职教中心 | 河北恩腾工程项目管理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806999.htm
廊坊市中医医院中药配方颗粒采购项目中标公告 | 2020.01.23 | 廊坊市中医医院 | 廊坊市置恒工程项目管理有限公司中标公告 | 河北 | 货物/医药品/中药饮片/其他中药饮片 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806983.htm
辉南县辉南镇人民政府辉南县辉南镇松树村路边沟工程中标公告 | 2020.01.23 | 辉南县辉南镇人民政府 | 中吉国际项目管理有限公司中标公告 | 吉林 | 工程/专业施工/其他专业施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806986.htm
广平县文教局创客、机器人教室装备采购中标公告 | 2020.01.23 | 广平县文教局 | 河北鑫凯招标有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806972.htm
遵义市红花岗区人民医院急救用救护车采购项目中标（成交）公告 | 2020.01.23 | 遵义市红花岗区人民医院 | 贵州志来工程项目管理咨询服务有限公司中标公告 | 贵州 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806973.htm
北京市房山区农业技术综合服务中心2019年房山区蔬菜产业提升项目（工程建设）中标公告 | 2020.01.23 | 北京市房山区农业技术综合服务中心 | 北京市捷力诚建筑事务服务所有限公司中标公告 | 北京 | 工程/构筑物施工/矿山、工农林牧副渔业工程施工/其他农林牧副渔业工程施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806987.htm
梨花小镇植物博览园围墙重建工程、空气能取暖设备采购项目中标公告 | 2020.01.23 | 魏县农业农村局 | 河北森海工程项目管理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806970.htm
木垒县自然资源局木垒县木垒河河道整治拉运土方项目中标公告 | 2020.01.23 | 木垒县自然资源局 | 新疆信实工程招标咨询服务有限公司中标公告 | 新疆 | 服务/交通运输和仓储服务/道路运输服务/其他道路运输服务/其他道路运输服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807070.htm
华亭县水务局华亭生活污水处理厂扩容改造工程PPP项目社会资本方采购中标公告 | 2020.01.23 | 华亭县水务局 | 正大鹏安建设项目管理有限公司中标公告 | 甘肃 | PPP | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806959.htm
中山大学附属第三医院多功能血管超声仪采购项目中标公告 | 2020.01.23 | 中山大学附属第三医院 | 中经国际招标集团有限公司广东分公司中标公告 | 广东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806955.htm
临江市堤防工程建设管理处中小河流头道沟河临江市花山镇等段河道治理工程补充设计中标公告 | 2020.01.23 | 临江市堤防工程建设管理处 | 法正项目管理集团有限公司中标公告 | 吉林 | 服务/工程咨询管理服务/工程设计服务 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13807027.htm
东阿县铜城街道办事处城乡环卫一体化服务项目中标公告 | 2020.01.23 | 东阿县铜城街道办事处 | 山东招标股份有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806942.htm
环境调度指挥平台中标公告 | 2020.01.23 | 唐山市环保局开平分局 | 河北纪宇工程项目管理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806931.htm
魏县残联2019年第二次向社会购买残障儿童康复服务项目中标公告 | 2020.01.23 | 魏县残联 | 河北永邦工程项目管理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806920.htm
上海城建职业学院2020年度建设工程全过程造价控制服务入围项目中标公告 | 2020.01.23 | 上海城建职业学院 | 上海政采项目管理有限公司中标公告 | 上海 | 工程/其他建筑工程 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806919.htm
沙河市机场路消防站正规化建设项目中标公告 | 2020.01.23 | 沙河市公安消防大队 | 石家庄和冠招标代理有限公司中标公告 | 河北 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806908.htm
榆树市环境卫生事业管理处榆树市乡镇生活垃圾转运系统工程勘察设计招标中标公告 | 2020.01.23 | 榆树市环境卫生事业管理处 | 吉林省天禹项目管理有限公司中标公告 | 吉林 | 工程/工程准备/其他工程准备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806909.htm
北京市房山区农业技术综合服务中心2019年房山区蔬菜产业提升项目（工程建设）中标公告 | 2020.01.23 | 北京市房山区农业技术综合服务中心 | 北京市捷力诚建筑事务服务所有限公司中标公告 | 北京 | 工程/构筑物施工/矿山、工农林牧副渔业工程施工/其他农林牧副渔业工程施工 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806870.htm
梅河口市鹭航旅游管理有限公司2020年梅河口市海龙湖新春灯会工程中标公告 | 2020.01.23 | 梅河口市鹭航旅游管理有限公司 | 吉林省金龙工程项目咨询有限公司中标公告 | 吉林 | 工程/其他建筑工程 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806925.htm
北华大学冰雪学院教学实训基地冰场冰面修复机、修边机采购项目（二次）中标公告 | 2020.01.23 | 北华大学 | 吉林省科瑞建设项目管理有限公司中标公告 | 吉林 | 货物/通用设备/机械设备/其他机械设备 | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806874.htm
东平县新湖镇藏庄等20村“三通”道路工程中标公告 | 2020.01.23 | 东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府,东平县新湖镇人民政府 | 山东超越建设项目管理有限公司中标公告 | 山东 |  | http://www.ccgp.gov.cn/cggg/dfgg/zbgg/202001/t20200123_13806162.htm
